mt,src,score
"Ponieważ my, lekarze, robimy to, za co nam płacą, i jesteśmy szkoleni, aby robić to, za co nam płacą, więc jeśli zmieniamy ubezpieczenie, zmieniamy praktykę medyczną i edukację medyczną.",Because we doctors do what we get paid to do and we get trained to do what we get paid to do so if we change insurance then we change medical practice and medical education.,4
"Istnieje kilkaset ssaków, sześć milionów gatunków owadów.","There are several hundred mammals, six million species of insects.",4.5
Zresztą tutaj jest numer jeden.,"Besides, here's number one.",4.5
"Tutaj kamera faktycznie rozumie, w jaki sposób trzymasz papier i grasz w wyścigi samochodowe.","Here, the camera actually understands how you hold the paper and play car racing.",4.333333333
"Skończyło się na nowej syntezie. Darwin to idee, a Mendel to idee. Myślę, że to samo stanie się tutaj.","Darwin is an idea, and Mendel is an idea.",3.916666667
"Cóż, rozsądne oczekiwanie jest takie, że ktoś jest sławny w danym okresie, powinien być mniej więcej średnią jego sławy przed i po.",Well a reasonable expectation is that somebody is fame in a given period of time should be roughly the average of their fame before and their fame after.,4.083333333
"I to jest coś, co zawsze kierowało wszystkimi jego wyborami.",And it is something that always drove all his choices.,4.25
"Ale jeśli chodzi o tę część historii, chciałbym rzucić to do Ameryki, mówi wiodący korespondent technologiczny John Markoff.",But for this part of the story I would actually like to throw it to America is leading technology correspondent John Markoff.,4.333333333
Stephen Coleman Moralne niebezpieczeństwa związane z nieśmiercionośną bronią.,Stephen Coleman The moral dangers of non lethal weapons.,4.416666667
"Czułem, że jest scena w filmie Al Pacino The Insider, o której możesz wiedzieć, kiedy wraca do CBS po tym, jak zawiedli go przez faceta od tytoniu, a on idzie. Wiesz, po prostu nie mogę już tego robić. Coś jest zepsute.",I felt like there was a scene in the Al Pacino The Insider movie that you might know when he was going back to CBS after they let him down because of the tobacco guy and he's going.,3.833333333
Teraz możemy ich znowu ścigać. Idź po nie.,Now we can chase them again Go get them.,4.083333333
"Tak wcześnie opracowaliśmy koncepcję umieszczania znaków wodnych w DNA, aby absolutnie wyjaśnić, że DNA jest syntetyczne.",So early on we developed the notion of putting in watermarks in the DNA to absolutely make clear that the DNA was synthetic.,3.833333333
Jest to powód do wielkiego optymizmu.,It is something to be greatly optimistic about.,4.5
Ma 96 czujników 36 komputerów pokładowych 100000 linii behawioralnego kodu autonomii zawiera ponad 10 kilogramów TNT w elektrycznym ekwiwalencie pokładowym.,It is got 96 sensors 36 onboard computers 100000 lines of behavioral autonomy code packs more than 10 kilos of TNT in electrical onboard equivalent.,4.416666667
"A po tym, jak zawiedliśmy, po prostu zawodziłem.",And after we failed I just kept failing.,4.083333333
"Więc to, na co patrzymy, to ogólne dysfunkcje społeczne związane z nierównościami.",So what we're looking at is general social dysfunction related to inequality.,4.416666667
"Teraz nie mogę sobie wyobrazić. Przykro mi, że możesz mieć lepszą wyobraźnię niż ja. Nie wyobrażam sobie utraty ręki i zazwyczaj w wieku 22 lat.",Now I cannot imagine I am sorry you may have a better imagination than I do I can not imagine losing my arm and typically at 22 years old.,4.166666667
"Wybrał więc 27 profesjonalistów, byli inżynierami, fizykami, matematykami, architektami, projektantami mebli, a nawet artystami, i poprosił ich, aby pewnego wieczoru przyjechali i przynieśli problem, nad którym pracują.","So he chose 27 professionals, they were engineers, physicists, mathematicians, architects, furniture designers, and even artists, and he asked them to come one night and bring the problem they're working on.",4.5
Spójrz na ten wykres tutaj: W 1968 roku można było kupić jeden tranzystor za dolara.,Look at this graph here: In 1968 you could buy one transistor for a dollar.,4.583333333
"Dlaczego na początku XXI wieku pokazałem, że kraje z wyższym odsetkiem ludzi godnych zaufania są bardziej zamożne.",Why I had shown in the early 2000s that countries with a higher proportion of trustworthy people are more prosperous.,4.833333333
"Wygląda więc na to, że zaczynają od dużej kwoty.",So it looks like they're starting with a lot of money.,4.5
"To zatruło jego krew. Umarł, gdy miałem 11 lat.","It poisoned his blood, died when I was 11.",4.833333333
"Zostaliśmy zaproszeni do stworzenia olbrzymiej instalacji na Zimowych Igrzyskach Olimpijskich w Vancouver 2010. Wykorzystano je do sterowania oświetleniem CN Tower, budynków parlamentu kanadyjskiego i wodospadu Niagara z całego kraju, używając ich umysłów.","We were invited to create a huge installation at the 2010 Vancouver Winter Olympics. They were used to control the lighting of the CN Tower, Canadian Parliament buildings and Niagara Falls from all over the country, using their minds.",3.833333333
"Ale jestem również pewien, że ze względu na więzi, które ludzie tworzą i zdolność pomysłów do spotykania się i kojarzenia, jak nigdy dotąd, jestem również pewien, że technologia rozwinie się, a tym samym poprawi się poziom życia.","But I am also sure that due to the bonds that people create and the ability of ideas to meet and associate, as never before, I am also sure that technology will develop and thus improve the standard of living.",4.25
To faceci na linie otwierający tuszę.,These are the guys on the ink opening line.,4
"Tak więc w przeciwieństwie do tego, co słyszeliśmy kilka miesięcy temu o tym, jak 75 procent tej ropy w magiczny sposób zniknęło i nie musieliśmy się tym martwić, ta katastrofa wciąż trwa.","So unlike what we heard a few months ago about how 75 percent of this oil magically disappeared and we didn't have to worry about it, this disaster is still going on.",4.333333333
Wróćmy więc do Sudanu.,So let is go back to Sudan.,5
"Nie tak jak ja jestem projektantem gier, jestem żywiołowy.","Not like I'm a game designer, I'm vibrant.",4.25
Nazywa się to rurką zaworu cyklicznego.,This is called a cycle valve tube.,4.416666667
"Jestem szczęśliwy, że żyję, jestem szczęśliwy, że żyję.",I am happy I am alive I am happy I am alive.,4.166666667
"Bardzo starannie wybierają, z kim się łączą.",They choose very carefully who they connect with.,4.75
"A to, co najbardziej interesuje zwykłego Afgańczyka, to to, że Clare Lockhart jest tutaj, więc przytoczę dyskusję, którą odbyła z niepiśmienną kobietą w północnym Afganistanie.",And the thing that the ordinary Afghan is most concerned with is Clare Lockhart is here so I will recite a discussion she had with an illiterate woman in Northern Afghanistan.,3.916666667
"A teraz weź to razem, a otrzymasz 23 miliony słów TEDTalks, czyli około trzech Biblii.","Now take this together, and you will receive 23 million words TEDTalks, or about three Bibles.",3.583333333
"Zacząłem więc swoje życie jako architekt lub jako architekt i zawsze byłem zainteresowany społecznie odpowiedzialnym projektowaniem i tym, jak naprawdę można wywrzeć wpływ.",So I started my life as an architect or training as an architect and I was always interested in socially responsible design and how you can really make an impact.,3.833333333
To nie jest w porządku. Wymaga myślenia.,This is not right It requires thinking.,4.5
"I widzisz, że przestaje rosnąć.",And you see it stops growing.,4.833333333
A po drodze jest coraz więcej ludzi. Dobra.,And there's more and more people on the way.,4.583333333
"Dopiero zaczynamy rozumieć, w jaki sposób oceanografia fizyczna i oceanografia biologiczna łączą się, tworząc siłę sezonową, która w rzeczywistości powoduje upwelling, który może uczynić z gorącego miejsca miejsce nadziei.","We are just beginning to understand how physical oceanography and biological oceanography join together, creating a seasonal force that actually causes upwelling, which can make a hot spot of hope.",3.916666667
Nie ma już spójności w sygnałach powierzchniowych.,There is no longer any consistency in the surface signals.,4.333333333
"Ale chcę, żebyście zdali sobie sprawę, że zasoby w rękach afrykańskich kobiet to potężne narzędzie.",But I want you to realize that resources in the hands of African women is a powerful tool.,4.416666667
"Cóż, prawdopodobnie rozpoznajesz pierwszą osobę.",Well you probably recognize the first person.,4.833333333
"Zrobiłem kampanię reklamową dla firmy Schweppes, czyli Coca Cola i była to bardzo ciekawa pod względem prawnym.",I did an advertising campaign for Schweppes which is Coca Cola and so that was very interesting in terms of the legalities.,4
"Mówię, że jesteśmy homo duplex i ta klatka schodowa prowadzi nas z poziomu profanum do poziomu sacrum.",I'm saying we're homo duplex and this staircase leads us from profanum to sacrum.,3.916666667
"I nie zawsze ze sobą współpracują. Podoba mi się teoria Freuda, że ​​większość z nich wyklucza się nawzajem.",And they don not always work together I like Freud is theory that most of them are cancelling each other out.,4.666666667
"I czy istnieje ryzyko, że biznesmeni z Zachodu będą tak podekscytowani, mam na myśli to, że są przyzwyczajeni do pomysłów na załatwienie spraw i głęboko wierzą w swoją zdolność do zmiany świata.","And if there's a risk that Western businessmen will be so excited, I mean, they're used to ideas to do things and they deeply believe in their ability to change the world.",4.083333333
To będzie dość zatłoczone miejsce dla co najmniej ośmiu miliardów ludzi.,It's gonna be a pretty crowded place for at least eight billion people.,4.166666667
To jest wspinaczka na tarcie w Tuolumne Meadows w górach Yosemite.,This is a friction climb up in Tuolumne Meadows in the Yosemite high country.,4.666666667
"Zwykle, ponieważ możemy tworzyć produkty bardzo szybko, jest on używany przez projektantów produktów lub każdego, kto chciał prototypować produkt i bardzo szybko tworzyć lub powtarzać projekt.","Usually, because we can create products very quickly, it is used by product designers or anyone who wanted to prototype the product and very quickly create or repeat the project.",3.916666667
Wszystkie ruchy zatrzymały się na fałszowaniu.,All the movements stopped at falsifying.,4.583333333
"Nie, to powinien być gadżet Go Go.",No It should be Go Go Gadget.,4.666666667
"Dlatego zdecydowałem się zwerbować kilku moich przyjaciół z TED, aby przeczytali mi na głos moje słowa.",That's why I decided to recruit some of my friends from TED to read my words out loud.,4.75
